Economy ISO3,Indicator,2019
AGO,GCI 4.0: 1st pillar: Institutions,37.62
AGO,GCI 4.0: 2nd pillar: Infrastructure,40.2
AGO,GCI 4.0: 3rd pillar: ICT adoption,30.55
AGO,GCI 4.0: 4th pillar: Macroeconomic stability,40.61
AGO,GCI 4.0: 5th pillar: Health,46.9
AGO,GCI 4.0: 6th pillar: Skills,29.08
AGO,GCI 4.0: 7th pillar: Product market,37.71
AGO,GCI 4.0: 8th pillar: Labor market,46.83
AGO,GCI 4.0: 9th pillar: Financial system,38.42
AGO,GCI 4.0: 10th pillar: Market size,53.88
AGO,GCI 4.0: 11th pillar: Business dynamism,36.75
AGO,GCI 4.0: 12th pillar: Innovation capability,18.82
ALB,GCI 4.0: 1st pillar: Institutions,51.87
ALB,GCI 4.0: 2nd pillar: Infrastructure,57.69
ALB,GCI 4.0: 3rd pillar: ICT adoption,52.88
ALB,GCI 4.0: 4th pillar: Macroeconomic stability,70.0
ALB,GCI 4.0: 5th pillar: Health,85.89
ALB,GCI 4.0: 6th pillar: Skills,68.97
ALB,GCI 4.0: 7th pillar: Product market,54.36
ALB,GCI 4.0: 8th pillar: Labor market,65.26
ALB,GCI 4.0: 9th pillar: Financial system,53.29
ALB,GCI 4.0: 10th pillar: Market size,39.58
ALB,GCI 4.0: 11th pillar: Business dynamism,61.8
ALB,GCI 4.0: 12th pillar: Innovation capability,29.76
ARE,GCI 4.0: 1st pillar: Institutions,73.26
ARE,GCI 4.0: 2nd pillar: Infrastructure,88.49
ARE,GCI 4.0: 3rd pillar: ICT adoption,91.87
ARE,GCI 4.0: 4th pillar: Macroeconomic stability,100.0
ARE,GCI 4.0: 5th pillar: Health,72.18
ARE,GCI 4.0: 6th pillar: Skills,70.61
ARE,GCI 4.0: 7th pillar: Product market,71.74
ARE,GCI 4.0: 8th pillar: Labor market,66.16
ARE,GCI 4.0: 9th pillar: Financial system,73.84
ARE,GCI 4.0: 10th pillar: Market size,70.34
ARE,GCI 4.0: 11th pillar: Business dynamism,69.27
ARE,GCI 4.0: 12th pillar: Innovation capability,52.34
ARG,GCI 4.0: 1st pillar: Institutions,49.85
ARG,GCI 4.0: 2nd pillar: Infrastructure,68.29
ARG,GCI 4.0: 3rd pillar: ICT adoption,57.99
ARG,GCI 4.0: 4th pillar: Macroeconomic stability,33.92
ARG,GCI 4.0: 5th pillar: Health,83.8
ARG,GCI 4.0: 6th pillar: Skills,72.25
ARG,GCI 4.0: 7th pillar: Product market,46.96
ARG,GCI 4.0: 8th pillar: Labor market,51.84
ARG,GCI 4.0: 9th pillar: Financial system,52.85
ARG,GCI 4.0: 10th pillar: Market size,68.6
ARG,GCI 4.0: 11th pillar: Business dynamism,58.3
ARG,GCI 4.0: 12th pillar: Innovation capability,41.75
ARM,GCI 4.0: 1st pillar: Institutions,56.25
ARM,GCI 4.0: 2nd pillar: Infrastructure,69.41
ARM,GCI 4.0: 3rd pillar: ICT adoption,62.02
ARM,GCI 4.0: 4th pillar: Macroeconomic stability,75.0
ARM,GCI 4.0: 5th pillar: Health,80.72
ARM,GCI 4.0: 6th pillar: Skills,66.78
ARM,GCI 4.0: 7th pillar: Product market,59.1
ARM,GCI 4.0: 8th pillar: Labor market,66.43
ARM,GCI 4.0: 9th pillar: Financial system,60.16
ARM,GCI 4.0: 10th pillar: Market size,37.52
ARM,GCI 4.0: 11th pillar: Business dynamism,62.55
ARM,GCI 4.0: 12th pillar: Innovation capability,39.39
AUS,GCI 4.0: 1st pillar: Institutions,72.94
AUS,GCI 4.0: 2nd pillar: Infrastructure,79.16
AUS,GCI 4.0: 3rd pillar: ICT adoption,73.62
AUS,GCI 4.0: 4th pillar: Macroeconomic stability,100.0
AUS,GCI 4.0: 5th pillar: Health,94.91
AUS,GCI 4.0: 6th pillar: Skills,80.56
AUS,GCI 4.0: 7th pillar: Product market,71.39
AUS,GCI 4.0: 8th pillar: Labor market,69.07
AUS,GCI 4.0: 9th pillar: Financial system,85.89
AUS,GCI 4.0: 10th pillar: Market size,72.62
AUS,GCI 4.0: 11th pillar: Business dynamism,75.29
AUS,GCI 4.0: 12th pillar: Innovation capability,69.53
AUT,GCI 4.0: 1st pillar: Institutions,73.54
AUT,GCI 4.0: 2nd pillar: Infrastructure,89.03
AUT,GCI 4.0: 3rd pillar: ICT adoption,65.63
AUT,GCI 4.0: 4th pillar: Macroeconomic stability,100.0
AUT,GCI 4.0: 5th pillar: Health,95.12
AUT,GCI 4.0: 6th pillar: Skills,79.35
AUT,GCI 4.0: 7th pillar: Product market,66.07
AUT,GCI 4.0: 8th pillar: Labor market,67.16
AUT,GCI 4.0: 9th pillar: Financial system,74.96
AUT,GCI 4.0: 10th pillar: Market size,64.63
AUT,GCI 4.0: 11th pillar: Business dynamism,69.35
AUT,GCI 4.0: 12th pillar: Innovation capability,74.47
AZE,GCI 4.0: 1st pillar: Institutions,58.47
AZE,GCI 4.0: 2nd pillar: Infrastructure,77.36
AZE,GCI 4.0: 3rd pillar: ICT adoption,55.07
AZE,GCI 4.0: 4th pillar: Macroeconomic stability,70.04
AZE,GCI 4.0: 5th pillar: Health,68.9
AZE,GCI 4.0: 6th pillar: Skills,69.76
AZE,GCI 4.0: 7th pillar: Product market,64.31
AZE,GCI 4.0: 8th pillar: Labor market,69.44
AZE,GCI 4.0: 9th pillar: Financial system,55.39
AZE,GCI 4.0: 10th pillar: Market size,54.02
AZE,GCI 4.0: 11th pillar: Business dynamism,71.52
AZE,GCI 4.0: 12th pillar: Innovation capability,38.33
BDI,GCI 4.0: 1st pillar: Institutions,40.73
BDI,GCI 4.0: 2nd pillar: Infrastructure,39.17
BDI,GCI 4.0: 3rd pillar: ICT adoption,14.84
BDI,GCI 4.0: 4th pillar: Macroeconomic stability,61.86
BDI,GCI 4.0: 5th pillar: Health,43.12
BDI,GCI 4.0: 6th pillar: Skills,36.57
BDI,GCI 4.0: 7th pillar: Product market,47.88
BDI,GCI 4.0: 8th pillar: Labor market,50.71
BDI,GCI 4.0: 9th pillar: Financial system,47.54
BDI,GCI 4.0: 10th pillar: Market size,22.48
BDI,GCI 4.0: 11th pillar: Business dynamism,53.7
BDI,GCI 4.0: 12th pillar: Innovation capability,24.42
BEL,GCI 4.0: 1st pillar: Institutions,69.46
BEL,GCI 4.0: 2nd pillar: Infrastructure,87.26
BEL,GCI 4.0: 3rd pillar: ICT adoption,67.02
BEL,GCI 4.0: 4th pillar: Macroeconomic stability,100.0
BEL,GCI 4.0: 5th pillar: Health,92.58
BEL,GCI 4.0: 6th pillar: Skills,79.28
BEL,GCI 4.0: 7th pillar: Product market,62.56
BEL,GCI 4.0: 8th pillar: Labor market,63.78
BEL,GCI 4.0: 9th pillar: Financial system,79.48
BEL,GCI 4.0: 10th pillar: Market size,69.28
BEL,GCI 4.0: 11th pillar: Business dynamism,74.44
BEL,GCI 4.0: 12th pillar: Innovation capability,71.42
BEN,GCI 4.0: 1st pillar: Institutions,48.04
BEN,GCI 4.0: 2nd pillar: Infrastructure,40.17
BEN,GCI 4.0: 3rd pillar: ICT adoption,23.35
BEN,GCI 4.0: 4th pillar: Macroeconomic stability,75.0
BEN,GCI 4.0: 5th pillar: Health,49.5
BEN,GCI 4.0: 6th pillar: Skills,43.27
BEN,GCI 4.0: 7th pillar: Product market,54.57
BEN,GCI 4.0: 8th pillar: Labor market,53.72
BEN,GCI 4.0: 9th pillar: Financial system,44.47
BEN,GCI 4.0: 10th pillar: Market size,35.65
BEN,GCI 4.0: 11th pillar: Business dynamism,53.75
BEN,GCI 4.0: 12th pillar: Innovation capability,28.4
BFA,GCI 4.0: 1st pillar: Institutions,48.53
BFA,GCI 4.0: 2nd pillar: Infrastructure,34.82
BFA,GCI 4.0: 3rd pillar: ICT adoption,26.8
BFA,GCI 4.0: 4th pillar: Macroeconomic stability,75.0
BFA,GCI 4.0: 5th pillar: Health,41.97
BFA,GCI 4.0: 6th pillar: Skills,31.53
BFA,GCI 4.0: 7th pillar: Product market,50.31
BFA,GCI 4.0: 8th pillar: Labor market,52.36
BFA,GCI 4.0: 9th pillar: Financial system,46.19
BFA,GCI 4.0: 10th pillar: Market size,38.87
BFA,GCI 4.0: 11th pillar: Business dynamism,49.87
BFA,GCI 4.0: 12th pillar: Innovation capability,24.81
BGD,GCI 4.0: 1st pillar: Institutions,45.94
BGD,GCI 4.0: 2nd pillar: Infrastructure,51.14
BGD,GCI 4.0: 3rd pillar: ICT adoption,39.14
BGD,GCI 4.0: 4th pillar: Macroeconomic stability,72.78
BGD,GCI 4.0: 5th pillar: Health,72.07
BGD,GCI 4.0: 6th pillar: Skills,46.09
BGD,GCI 4.0: 7th pillar: Product market,47.03
BGD,GCI 4.0: 8th pillar: Labor market,51.22
BGD,GCI 4.0: 9th pillar: Financial system,52.11
BGD,GCI 4.0: 10th pillar: Market size,67.41
BGD,GCI 4.0: 11th pillar: Business dynamism,49.89
BGD,GCI 4.0: 12th pillar: Innovation capability,30.67
BGR,GCI 4.0: 1st pillar: Institutions,56.8
BGR,GCI 4.0: 2nd pillar: Infrastructure,71.33
BGR,GCI 4.0: 3rd pillar: ICT adoption,73.39
BGR,GCI 4.0: 4th pillar: Macroeconomic stability,90.0
BGR,GCI 4.0: 5th pillar: Health,77.73
BGR,GCI 4.0: 6th pillar: Skills,67.94
BGR,GCI 4.0: 7th pillar: Product market,55.69
BGR,GCI 4.0: 8th pillar: Labor market,64.59
BGR,GCI 4.0: 9th pillar: Financial system,59.59
BGR,GCI 4.0: 10th pillar: Market size,54.88
BGR,GCI 4.0: 11th pillar: Business dynamism,61.86
BGR,GCI 4.0: 12th pillar: Innovation capability,44.95
BHR,GCI 4.0: 1st pillar: Institutions,62.9
BHR,GCI 4.0: 2nd pillar: Infrastructure,78.39
BHR,GCI 4.0: 3rd pillar: ICT adoption,67.19
BHR,GCI 4.0: 4th pillar: Macroeconomic stability,68.3
BHR,GCI 4.0: 5th pillar: Health,86.9
BHR,GCI 4.0: 6th pillar: Skills,68.71
BHR,GCI 4.0: 7th pillar: Product market,65.11
BHR,GCI 4.0: 8th pillar: Labor market,66.43
BHR,GCI 4.0: 9th pillar: Financial system,71.33
BHR,GCI 4.0: 10th pillar: Market size,46.26
BHR,GCI 4.0: 11th pillar: Business dynamism,64.31
BHR,GCI 4.0: 12th pillar: Innovation capability,38.72
BIH,GCI 4.0: 1st pillar: Institutions,44.38
BIH,GCI 4.0: 2nd pillar: Infrastructure,63.02
BIH,GCI 4.0: 3rd pillar: ICT adoption,51.61
BIH,GCI 4.0: 4th pillar: Macroeconomic stability,75.0
BIH,GCI 4.0: 5th pillar: Health,80.33
BIH,GCI 4.0: 6th pillar: Skills,59.96
BIH,GCI 4.0: 7th pillar: Product market,49.61
BIH,GCI 4.0: 8th pillar: Labor market,53.25
BIH,GCI 4.0: 9th pillar: Financial system,57.86
BIH,GCI 4.0: 10th pillar: Market size,42.29
BIH,GCI 4.0: 11th pillar: Business dynamism,51.1
BIH,GCI 4.0: 12th pillar: Innovation capability,28.35
BOL,GCI 4.0: 1st pillar: Institutions,38.46
BOL,GCI 4.0: 2nd pillar: Infrastructure,57.14
BOL,GCI 4.0: 3rd pillar: ICT adoption,51.45
BOL,GCI 4.0: 4th pillar: Macroeconomic stability,74.2
BOL,GCI 4.0: 5th pillar: Health,73.73
BOL,GCI 4.0: 6th pillar: Skills,57.88
BOL,GCI 4.0: 7th pillar: Product market,44.47
BOL,GCI 4.0: 8th pillar: Labor market,46.08
BOL,GCI 4.0: 9th pillar: Financial system,58.01
BOL,GCI 4.0: 10th pillar: Market size,45.9
BOL,GCI 4.0: 11th pillar: Business dynamism,46.6
BOL,GCI 4.0: 12th pillar: Innovation capability,27.68
BRA,GCI 4.0: 1st pillar: Institutions,48.05
BRA,GCI 4.0: 2nd pillar: Infrastructure,65.45
BRA,GCI 4.0: 3rd pillar: ICT adoption,58.06
BRA,GCI 4.0: 4th pillar: Macroeconomic stability,69.38
BRA,GCI 4.0: 5th pillar: Health,79.38
BRA,GCI 4.0: 6th pillar: Skills,56.43
BRA,GCI 4.0: 7th pillar: Product market,45.88
BRA,GCI 4.0: 8th pillar: Labor market,53.46
BRA,GCI 4.0: 9th pillar: Financial system,64.62
BRA,GCI 4.0: 10th pillar: Market size,81.31
BRA,GCI 4.0: 11th pillar: Business dynamism,60.22
BRA,GCI 4.0: 12th pillar: Innovation capability,48.91
BRB,GCI 4.0: 1st pillar: Institutions,55.18
BRB,GCI 4.0: 2nd pillar: Infrastructure,57.73
BRB,GCI 4.0: 3rd pillar: ICT adoption,76.42
BRB,GCI 4.0: 4th pillar: Macroeconomic stability,69.97
BRB,GCI 4.0: 5th pillar: Health,87.15
BRB,GCI 4.0: 6th pillar: Skills,64.99
BRB,GCI 4.0: 7th pillar: Product market,43.75
BRB,GCI 4.0: 8th pillar: Labor market,61.96
BRB,GCI 4.0: 9th pillar: Financial system,71.34
BRB,GCI 4.0: 10th pillar: Market size,18.91
BRB,GCI 4.0: 11th pillar: Business dynamism,60.39
BRB,GCI 4.0: 12th pillar: Innovation capability,39.06
BRN,GCI 4.0: 1st pillar: Institutions,58.28
BRN,GCI 4.0: 2nd pillar: Infrastructure,70.07
BRN,GCI 4.0: 3rd pillar: ICT adoption,75.38
BRN,GCI 4.0: 4th pillar: Macroeconomic stability,74.25
BRN,GCI 4.0: 5th pillar: Health,81.78
BRN,GCI 4.0: 6th pillar: Skills,67.03
BRN,GCI 4.0: 7th pillar: Product market,60.42
BRN,GCI 4.0: 8th pillar: Labor market,66.97
BRN,GCI 4.0: 9th pillar: Financial system,55.12
BRN,GCI 4.0: 10th pillar: Market size,38.16
BRN,GCI 4.0: 11th pillar: Business dynamism,61.84
BRN,GCI 4.0: 12th pillar: Innovation capability,43.81
BWA,GCI 4.0: 1st pillar: Institutions,54.24
BWA,GCI 4.0: 2nd pillar: Infrastructure,53.7
BWA,GCI 4.0: 3rd pillar: ICT adoption,45.5
BWA,GCI 4.0: 4th pillar: Macroeconomic stability,100.0
BWA,GCI 4.0: 5th pillar: Health,59.04
BWA,GCI 4.0: 6th pillar: Skills,56.83
BWA,GCI 4.0: 7th pillar: Product market,52.17
BWA,GCI 4.0: 8th pillar: Labor market,60.24
BWA,GCI 4.0: 9th pillar: Financial system,59.72
BWA,GCI 4.0: 10th pillar: Market size,39.23
BWA,GCI 4.0: 11th pillar: Business dynamism,53.84
BWA,GCI 4.0: 12th pillar: Innovation capability,31.44
CAN,GCI 4.0: 1st pillar: Institutions,74.08
CAN,GCI 4.0: 2nd pillar: Infrastructure,80.78
CAN,GCI 4.0: 3rd pillar: ICT adoption,70.29
CAN,GCI 4.0: 4th pillar: Macroeconomic stability,100.0
CAN,GCI 4.0: 5th pillar: Health,95.35
CAN,GCI 4.0: 6th pillar: Skills,81.06
CAN,GCI 4.0: 7th pillar: Product market,63.8
CAN,GCI 4.0: 8th pillar: Labor market,75.18
CAN,GCI 4.0: 9th pillar: Financial system,87.11
CAN,GCI 4.0: 10th pillar: Market size,76.9
CAN,GCI 4.0: 11th pillar: Business dynamism,76.51
CAN,GCI 4.0: 12th pillar: Innovation capability,74.05
CHE,GCI 4.0: 1st pillar: Institutions,77.51
CHE,GCI 4.0: 2nd pillar: Infrastructure,93.16
CHE,GCI 4.0: 3rd pillar: ICT adoption,78.58
CHE,GCI 4.0: 4th pillar: Macroeconomic stability,100.0
CHE,GCI 4.0: 5th pillar: Health,99.94
CHE,GCI 4.0: 6th pillar: Skills,86.72
CHE,GCI 4.0: 7th pillar: Product market,63.8
CHE,GCI 4.0: 8th pillar: Labor market,79.48
CHE,GCI 4.0: 9th pillar: Financial system,89.72
CHE,GCI 4.0: 10th pillar: Market size,66.23
CHE,GCI 4.0: 11th pillar: Business dynamism,71.55
CHE,GCI 4.0: 12th pillar: Innovation capability,81.2
CHL,GCI 4.0: 1st pillar: Institutions,63.89
CHL,GCI 4.0: 2nd pillar: Infrastructure,76.29
CHL,GCI 4.0: 3rd pillar: ICT adoption,63.13
CHL,GCI 4.0: 4th pillar: Macroeconomic stability,100.0
CHL,GCI 4.0: 5th pillar: Health,89.65
CHL,GCI 4.0: 6th pillar: Skills,69.81
CHL,GCI 4.0: 7th pillar: Product market,67.97
CHL,GCI 4.0: 8th pillar: Labor market,62.8
CHL,GCI 4.0: 9th pillar: Financial system,81.98
CHL,GCI 4.0: 10th pillar: Market size,63.18
CHL,GCI 4.0: 11th pillar: Business dynamism,65.26
CHL,GCI 4.0: 12th pillar: Innovation capability,42.48
CHN,GCI 4.0: 1st pillar: Institutions,56.78
CHN,GCI 4.0: 2nd pillar: Infrastructure,77.91
CHN,GCI 4.0: 3rd pillar: ICT adoption,78.49
CHN,GCI 4.0: 4th pillar: Macroeconomic stability,98.78
CHN,GCI 4.0: 5th pillar: Health,87.79
CHN,GCI 4.0: 6th pillar: Skills,64.1
CHN,GCI 4.0: 7th pillar: Product market,57.56
CHN,GCI 4.0: 8th pillar: Labor market,59.24
CHN,GCI 4.0: 9th pillar: Financial system,74.96
CHN,GCI 4.0: 10th pillar: Market size,100.0
CHN,GCI 4.0: 11th pillar: Business dynamism,66.39
CHN,GCI 4.0: 12th pillar: Innovation capability,64.82
CIV,GCI 4.0: 1st pillar: Institutions,42.36
CIV,GCI 4.0: 2nd pillar: Infrastructure,47.88
CIV,GCI 4.0: 3rd pillar: ICT adoption,41.28
CIV,GCI 4.0: 4th pillar: Macroeconomic stability,75.0
CIV,GCI 4.0: 5th pillar: Health,44.23
CIV,GCI 4.0: 6th pillar: Skills,40.59
CIV,GCI 4.0: 7th pillar: Product market,51.75
CIV,GCI 4.0: 8th pillar: Labor market,52.84
CIV,GCI 4.0: 9th pillar: Financial system,45.14
CIV,GCI 4.0: 10th pillar: Market size,48.38
CIV,GCI 4.0: 11th pillar: Business dynamism,57.57
CIV,GCI 4.0: 12th pillar: Innovation capability,30.73
CMR,GCI 4.0: 1st pillar: Institutions,43.73
CMR,GCI 4.0: 2nd pillar: Infrastructure,40.08
CMR,GCI 4.0: 3rd pillar: ICT adoption,24.8
CMR,GCI 4.0: 4th pillar: Macroeconomic stability,74.91
CMR,GCI 4.0: 5th pillar: Health,45.28
CMR,GCI 4.0: 6th pillar: Skills,47.75
CMR,GCI 4.0: 7th pillar: Product market,48.51
CMR,GCI 4.0: 8th pillar: Labor market,52.07
CMR,GCI 4.0: 9th pillar: Financial system,45.37
CMR,GCI 4.0: 10th pillar: Market size,46.5
CMR,GCI 4.0: 11th pillar: Business dynamism,52.43
CMR,GCI 4.0: 12th pillar: Innovation capability,30.79
COD,GCI 4.0: 1st pillar: Institutions,32.78
COD,GCI 4.0: 2nd pillar: Infrastructure,29.23
COD,GCI 4.0: 3rd pillar: ICT adoption,19.11
COD,GCI 4.0: 4th pillar: Macroeconomic stability,31.39
COD,GCI 4.0: 5th pillar: Health,41.6
COD,GCI 4.0: 6th pillar: Skills,42.3
COD,GCI 4.0: 7th pillar: Product market,44.73
COD,GCI 4.0: 8th pillar: Labor market,48.3
COD,GCI 4.0: 9th pillar: Financial system,42.53
COD,GCI 4.0: 10th pillar: Market size,43.27
COD,GCI 4.0: 11th pillar: Business dynamism,40.47
COD,GCI 4.0: 12th pillar: Innovation capability,17.97
COL,GCI 4.0: 1st pillar: Institutions,49.25
COL,GCI 4.0: 2nd pillar: Infrastructure,64.31
COL,GCI 4.0: 3rd pillar: ICT adoption,49.89
COL,GCI 4.0: 4th pillar: Macroeconomic stability,90.0
COL,GCI 4.0: 5th pillar: Health,94.99
COL,GCI 4.0: 6th pillar: Skills,60.48
COL,GCI 4.0: 7th pillar: Product market,52.7
COL,GCI 4.0: 8th pillar: Labor market,59.16
COL,GCI 4.0: 9th pillar: Financial system,64.63
COL,GCI 4.0: 10th pillar: Market size,66.72
COL,GCI 4.0: 11th pillar: Business dynamism,64.2
COL,GCI 4.0: 12th pillar: Innovation capability,36.44
CPV,GCI 4.0: 1st pillar: Institutions,51.24
CPV,GCI 4.0: 2nd pillar: Infrastructure,53.69
CPV,GCI 4.0: 3rd pillar: ICT adoption,44.72
CPV,GCI 4.0: 4th pillar: Macroeconomic stability,70.0
CPV,GCI 4.0: 5th pillar: Health,80.8
CPV,GCI 4.0: 6th pillar: Skills,53.18
CPV,GCI 4.0: 7th pillar: Product market,50.15
CPV,GCI 4.0: 8th pillar: Labor market,61.42
CPV,GCI 4.0: 9th pillar: Financial system,58.51
CPV,GCI 4.0: 10th pillar: Market size,17.51
CPV,GCI 4.0: 11th pillar: Business dynamism,43.95
CPV,GCI 4.0: 12th pillar: Innovation capability,24.82
CRI,GCI 4.0: 1st pillar: Institutions,57.13
CRI,GCI 4.0: 2nd pillar: Infrastructure,68.74
CRI,GCI 4.0: 3rd pillar: ICT adoption,59.97
CRI,GCI 4.0: 4th pillar: Macroeconomic stability,74.35
CRI,GCI 4.0: 5th pillar: Health,93.23
CRI,GCI 4.0: 6th pillar: Skills,68.95
CRI,GCI 4.0: 7th pillar: Product market,59.38
CRI,GCI 4.0: 8th pillar: Labor market,59.09
CRI,GCI 4.0: 9th pillar: Financial system,60.06
CRI,GCI 4.0: 10th pillar: Market size,46.54
CRI,GCI 4.0: 11th pillar: Business dynamism,56.33
CRI,GCI 4.0: 12th pillar: Innovation capability,40.3
CYP,GCI 4.0: 1st pillar: Institutions,63.99
CYP,GCI 4.0: 2nd pillar: Infrastructure,74.91
CYP,GCI 4.0: 3rd pillar: ICT adoption,62.04
CYP,GCI 4.0: 4th pillar: Macroeconomic stability,90.0
CYP,GCI 4.0: 5th pillar: Health,95.87
CYP,GCI 4.0: 6th pillar: Skills,72.18
CYP,GCI 4.0: 7th pillar: Product market,61.1
CYP,GCI 4.0: 8th pillar: Labor market,66.14
CYP,GCI 4.0: 9th pillar: Financial system,58.17
CYP,GCI 4.0: 10th pillar: Market size,39.68
CYP,GCI 4.0: 11th pillar: Business dynamism,66.23
CYP,GCI 4.0: 12th pillar: Innovation capability,46.31
CZE,GCI 4.0: 1st pillar: Institutions,60.89
CZE,GCI 4.0: 2nd pillar: Infrastructure,83.81
CZE,GCI 4.0: 3rd pillar: ICT adoption,68.38
CZE,GCI 4.0: 4th pillar: Macroeconomic stability,100.0
CZE,GCI 4.0: 5th pillar: Health,85.64
CZE,GCI 4.0: 6th pillar: Skills,72.88
CZE,GCI 4.0: 7th pillar: Product market,57.34
CZE,GCI 4.0: 8th pillar: Labor market,63.3
CZE,GCI 4.0: 9th pillar: Financial system,67.57
CZE,GCI 4.0: 10th pillar: Market size,64.84
CZE,GCI 4.0: 11th pillar: Business dynamism,68.66
CZE,GCI 4.0: 12th pillar: Innovation capability,56.92
DEU,GCI 4.0: 1st pillar: Institutions,72.39
DEU,GCI 4.0: 2nd pillar: Infrastructure,90.21
DEU,GCI 4.0: 3rd pillar: ICT adoption,69.98
DEU,GCI 4.0: 4th pillar: Macroeconomic stability,100.0
DEU,GCI 4.0: 5th pillar: Health,92.33
DEU,GCI 4.0: 6th pillar: Skills,84.18
DEU,GCI 4.0: 7th pillar: Product market,68.2
DEU,GCI 4.0: 8th pillar: Labor market,72.76
DEU,GCI 4.0: 9th pillar: Financial system,79.11
DEU,GCI 4.0: 10th pillar: Market size,86.04
DEU,GCI 4.0: 11th pillar: Business dynamism,79.53
DEU,GCI 4.0: 12th pillar: Innovation capability,86.83
DNK,GCI 4.0: 1st pillar: Institutions,77.4
DNK,GCI 4.0: 2nd pillar: Infrastructure,87.09
DNK,GCI 4.0: 3rd pillar: ICT adoption,83.3
DNK,GCI 4.0: 4th pillar: Macroeconomic stability,100.0
DNK,GCI 4.0: 5th pillar: Health,92.59
DNK,GCI 4.0: 6th pillar: Skills,85.69
DNK,GCI 4.0: 7th pillar: Product market,66.91
DNK,GCI 4.0: 8th pillar: Labor market,78.24
DNK,GCI 4.0: 9th pillar: Financial system,86.81
DNK,GCI 4.0: 10th pillar: Market size,59.87
DNK,GCI 4.0: 11th pillar: Business dynamism,79.99
DNK,GCI 4.0: 12th pillar: Innovation capability,76.21
DOM,GCI 4.0: 1st pillar: Institutions,50.06
DOM,GCI 4.0: 2nd pillar: Infrastructure,64.92
